NIU,CODIGO_CONEXION,TIPO_CONEXION,NIVEL_TENSION,NIVEL_TENSION_PRIMARIA,PORC_PROP_ACTIV,CONEXION_RED,ID_COMERCIALIZADOR,ID_MERCADO,GRUPO_CALIDAD,COD_FRONTERA_COMERCIAL,COD_CIRCUITO_LINEA,COD_TRANSFORMADOR,COD_DANE,UBICACION,DIRECCION,COND_ESPEC,TIPO_AREA_ESPEC,COD_AREA_ESPEC,ESTRATO,ALTITUD,LONGITUD,LATITUD,AUTOGENERADOR,EXP_ENERGIA,CAPAC_AUTOGEN,TIP_GENERACION,COD_FRONTERA_EXPORT,F_ENTRADA_GENERAR,CONTR_RESPALDO,CAPAC_CONTR_RES
2610000,65023081,2,1,2,100,1,637,166,11,OR0001,10000210,65023081,76834000,2,TR 12 22BIS 15,0,0,0,2,969,-76.201571,4.096318,3,,,,,,,
2610003,65023139,2,1,2,100,1,637,166,11,OR0001,10000660,65023139,76834000,2,CR 22 9 17 ,0,0,0,2,965,-76.202566,4.097404,3,,,,,,,
2610005,65729782,2,1,2,100,1,637,166,11,OR0001,10000660,65729782,76834000,2,CR 22 7 2 ,0,0,0,2,962,-76.203183,4.099521,3,,,,,,,
2610006,65023139,2,1,2,100,1,637,166,11,OR0001,10000660,65023139,76834000,2,CR 22 8A 6 ,0,0,0,2,965,-76.202566,4.097404,3,,,,,,,
2610008,65023139,2,1,2,100,1,637,166,11,OR0001,10000660,65023139,76834000,2,CR 22 10 41,0,0,0,2,965,-76.202566,4.097404,3,,,,,,,
2610012,65023082,2,1,2,100,1,637,166,11,OR0001,10000211,65023082,76834000,2,CR 21 12 64 ,0,0,0,2,970,-76.202030,4.096153,3,,,,,,,
2610013,65023083,2,1,2,100,1,637,166,11,OR0001,10000210,65023083,76834000,2,CR 22 12 98 ,0,0,0,2,968,-76.201129,4.09588,3,,,,,,,
2610015,65022657,2,1,2,100,1,637,166,11,OR0001,10000210,65022657,76834000,2,CR 20 16A 31 ,0,0,0,2,971,-76.201179,4.091346,3,,,,,,,
2610016,65023092,2,1,2,100,1,637,166,11,OR0001,10000210,65023092,76834000,2,CL 19 21 5 ,0,0,0,2,973,-76.199227,4.090828,3,,,,,,,
2610017,65023092,2,1,2,100,1,637,166,11,OR0001,10000210,65023092,76834000,2,CR 22 17 88 ,0,0,0,2,973,-76.199227,4.090828,3,,,,,,,
2610018,65741870,2,1,2,100,1,637,166,11,OR0001,10000210,65741870,76834000,2,CR 22 17 58 ,0,0,0,3,973,-76.199500,4.0918,3,,,,,,,
2610020,65023091,2,1,2,100,1,637,166,11,OR0001,10000210,65023091,76834000,2,K 22 C 15 44,0,0,0,2,972,-76.199664,4.092257,3,,,,,,,
2610021,65023176,2,1,2,100,1,637,166,11,OR0001,10000214,65023176,76834000,2,CR 27 18 57,0,0,0,2,971,-76.195363,4.092378,3,,,,,,,
2610035,65023175,2,1,2,100,1,637,166,11,OR0001,10000214,65023175,76834000,2,CR 26 18 39 ,0,0,0,2,972,-76.195787,4.09245,3,,,,,,,
2610036,65023175,2,1,2,100,1,637,166,11,OR0001,10000214,65023175,76834000,2,CR 26 18 72 ,0,0,0,2,972,-76.195787,4.09245,3,,,,,,,
2610037,65023175,2,1,2,100,1,637,166,11,OR0001,10000214,65023175,76834000,2,CR 26 17 69 ,0,0,0,2,972,-76.195787,4.09245,3,,,,,,,
2610040,65023185,2,1,2,100,1,637,166,11,OR0001,10000210,65023185,76834000,2,CR 22A 15 25 ,0,0,0,3,968,-76.199312,4.093088,3,,,,,,,
2610041,65037350,2,1,2,100,1,637,166,11,OR0001,10000210,65037350,76834000,2,CR 22B 14 79 ,0,0,0,2,966,-76.199355,4.093728,3,,,,,,,
2610046,65023128,2,1,2,100,1,637,166,11,OR0001,10000214,65023128,76834000,2,CL 13 24A 4 ,0,0,0,3,967,-76.198240,4.096098,3,,,,,,,
2610047,65023180,2,1,2,100,1,637,166,11,OR0001,10000214,65023180,76834000,2,CL 15 25 31 ,0,0,0,2,970,-76.197767,4.09441,3,,,,,,,
2610051,65023103,2,1,2,100,1,637,166,11,OR0001,10000210,65023103,76834000,2,CL 6A 22D 36 ,0,0,0,2,964,-76.200129,4.099392,3,,,,,,,
2610054,65023107,2,1,2,100,1,637,166,11,OR0001,10000210,65023107,76834000,2,CL 4 22B 4,0,0,0,2,960,-76.200332,4.101828,3,,,,,,,
2610055,65023116,2,1,2,100,1,637,166,11,OR0001,10000210,65023116,76834000,2,CL 2C 23 32,0,0,0,2,958,-76.200637,4.103904,3,,,,,,,
2610057,65023115,2,1,2,100,1,637,166,11,OR0001,10000210,65023115,76834000,2,CR 24D 1 4 ,0,0,0,2,962,-76.198067,4.103543,3,,,,,,,
2610058,65023114,2,1,2,100,1,637,166,11,OR0001,10000210,65023114,76834000,2,CL 3 23 14 ,0,0,0,2,959,-76.199542,4.103745,3,,,,,,,
2610059,65023121,2,1,2,100,1,637,166,11,OR0001,10000210,65023121,76834000,2,CR 22B 5 22 ,0,0,0,2,962,-76.201354,4.1009,3,,,,,,,
2610060,65023119,2,1,2,100,1,637,166,11,OR0001,10000210,65023119,76834000,2,CR 23A 4 32 ,0,0,0,2,961,-76.199783,4.102613,3,,,,,,,
2610061,65023108,2,1,2,100,1,637,166,11,OR0001,10000210,65023108,76834000,2,CR 23B 4 3 ,0,0,0,2,961,-76.199974,4.101252,3,,,,,,,
2610062,65035605,2,1,2,100,1,637,166,11,OR0001,10000211,65035605,76834000,2,CL 6A 12 26,0,0,0,2,970,-76.198182,4.100502,3,,,,,,,
2610063,65023148,2,1,2,100,1,637,166,11,OR0001,10000660,65023148,76834000,2,CL 4B 20 26 ,0,0,0,2,962,-76.204167,4.101616,3,,,,,,,
2610064,65022811,2,1,2,100,1,637,166,11,OR0001,10000660,65022811,76834000,2,SECTOR 1 MZ 2 6 ,0,0,0,2,959,-76.204116,4.103474,3,,,,,,,
2610065,65022811,2,1,2,100,1,637,166,11,OR0001,10000660,65022811,76834000,2,SECTOR 1 MZ 4 30 ,0,0,0,2,959,-76.204116,4.103474,3,,,,,,,
2610066,65022811,2,1,2,100,1,637,166,11,OR0001,10000660,65022811,76834000,2,SECTOR 1 MZ 4 26 ,0,0,0,2,959,-76.204116,4.103474,3,,,,,,,
2610067,65022810,2,1,2,100,1,637,166,11,OR0001,10000660,65022810,76834000,2,SECTOR 1 MZ 4 13 ,0,0,0,2,959,-76.204209,4.103625,3,,,,,,,
2610068,65022810,2,1,2,100,1,637,166,11,OR0001,10000660,65022810,76834000,2,SECTOR 1 MZ 5 37,0,0,0,2,959,-76.204209,4.103625,3,,,,,,,
2610069,65022810,2,1,2,100,1,637,166,11,OR0001,10000660,65022810,76834000,2,SECTOR 1 MZ 4 16 ,0,0,0,2,959,-76.204209,4.103625,3,,,,,,,
2610070,65022811,2,1,2,100,1,637,166,11,OR0001,10000660,65022811,76834000,2,SECTOR 1 MZ 4 17,0,0,0,2,959,-76.204116,4.103474,3,,,,,,,
2610071,65022810,2,1,2,100,1,637,166,11,OR0001,10000660,65022810,76834000,2,K 21 MZ 5 CS 20,0,0,0,2,959,-76.204209,4.103625,3,,,,,,,
2610072,65022808,2,1,2,100,1,637,166,11,OR0001,10000660,65022808,76834000,2,SECTOR 1 MZ 6 27 ,0,0,0,2,960,-76.204334,4.103877,3,,,,,,,
2610073,65022805,2,1,2,100,1,637,166,11,OR0001,10000660,65022805,76834000,2,MZ 6 CS12,0,0,0,2,960,-76.204481,4.104149,3,,,,,,,
2610074,65022805,2,1,2,100,1,637,166,11,OR0001,10000660,65022805,76834000,2,SECTOR 1 MZ 6 7 ,0,0,0,2,960,-76.204481,4.104149,3,,,,,,,
2610076,65022801,2,1,2,100,1,637,166,11,OR0001,10000660,65022801,76834000,2,SECTOR 1 MZ10 33 10 CS 33,0,0,0,2,958,-76.204826,4.104764,3,,,,,,,
2610078,65022801,2,1,2,100,1,637,166,11,OR0001,10000660,65022801,76834000,2,SECTOR 1 MZ 9 10,0,0,0,2,958,-76.204826,4.104764,3,,,,,,,
2610079,65022801,2,1,2,100,1,637,166,11,OR0001,10000660,65022801,76834000,2,SECTOR 1 MZ 10 21 P 1,0,0,0,2,958,-76.204826,4.104764,3,,,,,,,
2610080,65022800,2,1,2,100,1,637,166,11,OR0001,10000660,65022800,76834000,2,MZ 11 CS 37,0,0,0,2,957,-76.205123,4.105308,3,,,,,,,
2610081,65022800,2,1,2,100,1,637,166,11,OR0001,10000660,65022800,76834000,2,SECTOR 1 MZ 12 46 ,0,0,0,2,957,-76.205123,4.105308,3,,,,,,,
2610082,65022800,2,1,2,100,1,637,166,11,OR0001,10000660,65022800,76834000,2,SECTOR 1 MZ 11 6 ,0,0,0,2,957,-76.205123,4.105308,3,,,,,,,
2610083,65022791,2,1,2,100,1,637,166,11,OR0001,10000660,65022791,76834000,2,SECTOR 1 MZ 44 27,0,0,0,2,957,-76.207345,4.104486,3,,,,,,,
2610084,65022798,2,1,2,100,1,637,166,11,OR0001,10000660,65022798,76834000,2,SECTOR 1 MZ 13 36 ,0,0,0,2,956,-76.205199,4.105409,3,,,,,,,
2610085,65022798,2,1,2,100,1,637,166,11,OR0001,10000660,65022798,76834000,2,SECTOR 1 MZ 13 37 ,0,0,0,2,956,-76.205199,4.105409,3,,,,,,,
2610086,65022798,2,1,2,100,1,637,166,11,OR0001,10000660,65022798,76834000,2,SECTOR 1 MZ 13 38 ,0,0,0,2,956,-76.205199,4.105409,3,,,,,,,
2610088,65022798,2,1,2,100,1,637,166,11,OR0001,10000660,65022798,76834000,2,SECTOR 1 MZ 13 39 ,0,0,0,2,956,-76.205199,4.105409,3,,,,,,,
2610089,65022798,2,1,2,100,1,637,166,11,OR0001,10000660,65022798,76834000,2,SECTOR 1 MZ 12 23 ,0,0,0,2,956,-76.205199,4.105409,3,,,,,,,
2610090,65022800,2,1,2,100,1,637,166,11,OR0001,10000660,65022800,76834000,2,SECTOR 1 MZ 12 25 ,0,0,0,2,957,-76.205123,4.105308,3,,,,,,,
2610091,65022798,2,1,2,100,1,637,166,11,OR0001,10000660,65022798,76834000,2,SECTOR 1 MZ 13 46 ,0,0,0,2,956,-76.205199,4.105409,3,,,,,,,
2610092,65022799,2,1,2,100,1,637,166,11,OR0001,10000660,65022799,76834000,2,SECTOR 1 MZ 13 24 ,0,0,0,2,956,-76.205293,4.105746,3,,,,,,,
2610093,65022798,2,1,2,100,1,637,166,11,OR0001,10000660,65022798,76834000,2,SECTOR 1 MZ 13 22,0,0,0,2,956,-76.205199,4.105409,3,,,,,,,
2610094,65022797,2,1,2,100,1,637,166,11,OR0001,10000660,65022797,76834000,2,SECTOR 1 MZ 14 13 ,0,0,0,1,958,-76.205485,4.105923,3,,,,,,,
2610097,65022797,2,1,2,100,1,637,166,11,OR0001,10000660,65022797,76834000,2,SECTOR 1 MZ 14 6 ,0,0,0,2,958,-76.205485,4.105923,3,,,,,,,
2610098,65022797,2,1,2,100,1,637,166,11,OR0001,10000660,65022797,76834000,2,SECTOR 1 MZ 15 33,0,0,0,2,958,-76.205485,4.105923,3,,,,,,,
2610099,65022797,2,1,2,100,1,637,166,11,OR0001,10000660,65022797,76834000,2,SECTOR 1 MZ 15 39 ,0,0,0,2,958,-76.205485,4.105923,3,,,,,,,
2610101,65022795,2,1,2,100,1,637,166,11,OR0001,10000660,65022795,76834000,2,SECTOR 1 MZ 18 35 ,0,0,0,2,956,-76.205740,4.106377,3,,,,,,,
2610102,65022795,2,1,2,100,1,637,166,11,OR0001,10000660,65022795,76834000,2,MZ 18 CS 37,0,0,0,2,956,-76.205740,4.106377,3,,,,,,,
2610103,65022794,2,1,2,100,1,637,166,11,OR0001,10000660,65022794,76834000,2,SECTOR 1 MZ 15 17,0,0,0,2,957,-76.205544,4.106036,3,,,,,,,
2610105,65022795,2,1,2,100,1,637,166,11,OR0001,10000660,65022795,76834000,2,SECTOR 1 MZ 16 11,0,0,0,2,956,-76.205740,4.106377,3,,,,,,,
2610107,65022795,2,1,2,100,1,637,166,11,OR0001,10000660,65022795,76834000,2,SECTOR 1 MZ 18 19 ,0,0,0,2,956,-76.205740,4.106377,3,,,,,,,
2610108,65022795,2,1,2,100,1,637,166,11,OR0001,10000660,65022795,76834000,2,SECTOR 1 MZ 16 19,0,0,0,2,956,-76.205740,4.106377,3,,,,,,,
2610109,65022795,2,1,2,100,1,637,166,11,OR0001,10000660,65022795,76834000,2,SECTOR 1 MZ 16 10,0,0,0,2,956,-76.205740,4.106377,3,,,,,,,
2610110,65022795,2,1,2,100,1,637,166,11,OR0001,10000660,65022795,76834000,2,SECTOR 1 MZ 16 6 ,0,0,0,2,956,-76.205740,4.106377,3,,,,,,,
2610111,65022795,2,1,2,100,1,637,166,11,OR0001,10000660,65022795,76834000,2,SECTOR 1 MZ 16 20,0,0,0,2,956,-76.205740,4.106377,3,,,,,,,
2610112,65022795,2,1,2,100,1,637,166,11,OR0001,10000660,65022795,76834000,2,SECTOR 1 MZ 17 36,0,0,0,2,956,-76.205740,4.106377,3,,,,,,,
2610113,65022794,2,1,2,100,1,637,166,11,OR0001,10000660,65022794,76834000,2,SECTOR 1 MZ 22 22 ,0,0,0,2,957,-76.205544,4.106036,3,,,,,,,
2610114,65022795,2,1,2,100,1,637,166,11,OR0001,10000660,65022795,76834000,2,SECTOR 1 MZ 18 21 P 2,0,0,0,2,956,-76.205740,4.106377,3,,,,,,,
2610115,65022796,2,1,2,100,1,637,166,11,OR0001,10000660,65022796,76834000,2,SECTOR 1 MZ 19 9 ,0,0,0,1,956,-76.205952,4.106613,3,,,,,,,
2610116,65022794,2,1,2,100,1,637,166,11,OR0001,10000660,65022794,76834000,2,SECTOR 1 MZ 16 44 ,0,0,0,2,957,-76.205544,4.106036,3,,,,,,,
2610117,65022796,2,1,2,100,1,637,166,11,OR0001,10000660,65022796,76834000,2,SECTOR 1 MZ 20 18,0,0,0,2,956,-76.205952,4.106613,3,,,,,,,
2610118,65022794,2,1,2,100,1,637,166,11,OR0001,10000660,65022794,76834000,2,SECTOR 1 MZ 22 31 ,0,0,0,2,957,-76.205544,4.106036,3,,,,,,,
2610120,65022796,2,1,2,100,1,637,166,11,OR0001,10000660,65022796,76834000,2,SECTOR 1 MZ 20 33 ,0,0,0,2,956,-76.205952,4.106613,3,,,,,,,
2610121,65022796,2,1,2,100,1,637,166,11,OR0001,10000660,65022796,76834000,2,SECTOR 1 MZ 20 27 ,0,0,0,2,956,-76.205952,4.106613,3,,,,,,,
2610122,65022796,2,1,2,100,1,637,166,11,OR0001,10000660,65022796,76834000,2,SECTOR 1 MZ 20 31 ,0,0,0,2,956,-76.205952,4.106613,3,,,,,,,
2610123,65022794,2,1,2,100,1,637,166,11,OR0001,10000660,65022794,76834000,2,SECTOR 1 MZ 23 2 ,0,0,0,2,957,-76.205544,4.106036,3,,,,,,,
2610124,65022796,2,1,2,100,1,637,166,11,OR0001,10000660,65022796,76834000,2,SECTOR 1 MZ 211 ,0,0,0,2,956,-76.205952,4.106613,3,,,,,,,
2610125,65022794,2,1,2,100,1,637,166,11,OR0001,10000660,65022794,76834000,2,SECTOR 1 MZ 23 5 ,0,0,0,2,957,-76.205544,4.106036,3,,,,,,,
2610126,65022797,2,1,2,100,1,637,166,11,OR0001,10000660,65022797,76834000,2,SECTOR 1 MZ 23 21 ,0,0,0,2,958,-76.205485,4.105923,3,,,,,,,
2610127,65022799,2,1,2,100,1,637,166,11,OR0001,10000660,65022799,76834000,2,SECTOR 1 MZ 25 12,0,0,0,2,956,-76.205293,4.105746,3,,,,,,,
2610128,65022798,2,1,2,100,1,637,166,11,OR0001,10000660,65022798,76834000,2,SECTOR 1 MZ 26 17 ,0,0,0,2,956,-76.205199,4.105409,3,,,,,,,
2610131,65022800,2,1,2,100,1,637,166,11,OR0001,10000660,65022800,76834000,2,SECTOR 1 MZ 26 37 ,0,0,0,3,957,-76.205123,4.105308,3,,,,,,,
2610133,65022804,2,1,2,100,1,637,166,11,OR0001,10000660,65022804,76834000,2,SECTOR 1 MZ 27 27 ,0,0,0,2,959,-76.204687,4.104495,3,,,,,,,
2610134,65022806,2,1,2,100,1,637,166,11,OR0001,10000660,65022806,76834000,2,SECTOR 1 MZ 28 30 ,0,0,0,2,959,-76.204530,4.104405,3,,,,,,,
2610135,65022805,2,1,2,100,1,637,166,11,OR0001,10000660,65022805,76834000,2,SECTOR 1 MZ 29 21 ,0,0,0,2,960,-76.204481,4.104149,3,,,,,,,
2610136,65037474,2,1,2,100,1,637,166,11,OR0001,10000660,65037474,76834000,2,SECTOR 1 MZ 30 20 ,0,0,0,2,959,-76.205327,4.103346,3,,,,,,,
2610138,65022810,2,1,2,100,1,637,166,11,OR0001,10000660,65022810,76834000,2,SECTOR 1 MZ 32 5 ,0,0,0,2,959,-76.204209,4.103625,3,,,,,,,
2610139,65022810,2,1,2,100,1,637,166,11,OR0001,10000660,65022810,76834000,2,SECTOR 1 MZ 32 4 ,0,0,0,2,959,-76.204209,4.103625,3,,,,,,,
2610140,65037474,2,1,2,100,1,637,166,11,OR0001,10000660,65037474,76834000,2,SECTOR 1 MZ 35 16 ,0,0,0,2,959,-76.205327,4.103346,3,,,,,,,
2610142,65022807,2,1,2,100,1,637,166,11,OR0001,10000660,65022807,76834000,2,SECTOR 1 MZ 38 30,0,0,0,2,957,-76.205744,4.10391,3,,,,,,,
2610143,65022807,2,1,2,100,1,637,166,11,OR0001,10000660,65022807,76834000,2,SECTOR 1 MZ 37 16,0,0,0,2,957,-76.205744,4.10391,3,,,,,,,
2610144,65022807,2,1,2,100,1,637,166,11,OR0001,10000660,65022807,76834000,2,SECTOR 1 MZ 38 11,0,0,0,2,957,-76.205744,4.10391,3,,,,,,,
2610145,65022790,2,1,2,100,1,637,166,11,OR0001,10000660,65022790,76834000,2,SECTOR 1 MZ 53 10,0,0,0,2,957,-76.207500,4.104401,3,,,,,,,
2610146,65022802,2,1,2,100,1,637,166,11,OR0001,10000660,65022802,76834000,2,SECTOR 1 MZ 39 5 ,0,0,0,2,957,-76.205878,4.104174,3,,,,,,,
2610147,65022802,2,1,2,100,1,637,166,11,OR0001,10000660,65022802,76834000,2,SECTOR 1 MZ 39 10,0,0,0,2,957,-76.205878,4.104174,3,,,,,,,
2610148,65022802,2,1,2,100,1,637,166,11,OR0001,10000660,65022802,76834000,2,C 1A MZ 40 CS33,0,0,0,2,957,-76.205878,4.104174,3,,,,,,,
2610149,65022802,2,1,2,100,1,637,166,11,OR0001,10000660,65022802,76834000,2,SECTOR 1 MZ 39 12 ,0,0,0,2,957,-76.205878,4.104174,3,,,,,,,
2610150,65022802,2,1,2,100,1,637,166,11,OR0001,10000660,65022802,76834000,2,SECTOR 1 MZ 39 14 ,0,0,0,2,957,-76.205878,4.104174,3,,,,,,,
2610151,65022802,2,1,2,100,1,637,166,11,OR0001,10000660,65022802,76834000,2,SECTOR 1 MZ 40 36,0,0,0,2,957,-76.205878,4.104174,3,,,,,,,
2610152,65022802,2,1,2,100,1,637,166,11,OR0001,10000660,65022802,76834000,2,SECTOR 1 MZ 39 18 ,0,0,0,2,957,-76.205878,4.104174,3,,,,,,,
2610153,65022802,2,1,2,100,1,637,166,11,OR0001,10000660,65022802,76834000,2,SECTOR 1 MZ 40 41 ,0,0,0,2,957,-76.205878,4.104174,3,,,,,,,
2610154,65022803,2,1,2,100,1,637,166,11,OR0001,10000660,65022803,76834000,2,MZ 41 CS 21,0,0,0,8,959,-76.206032,4.10444,3,,,,,,,
2610155,65022803,2,1,2,100,1,637,166,11,OR0001,10000660,65022803,76834000,2,SECTOR 1 MZ 42 42,0,0,0,2,959,-76.206032,4.10444,3,,,,,,,
2610156,65022803,2,1,2,100,1,637,166,11,OR0001,10000660,65022803,76834000,2,SECTOR 1 MZ 42 33 ,0,0,0,2,959,-76.206032,4.10444,3,,,,,,,
2610157,65022803,2,1,2,100,1,637,166,11,OR0001,10000660,65022803,76834000,2,SECTOR 1 MZ 41 4 ,0,0,0,2,959,-76.206032,4.10444,3,,,,,,,
2610158,65022791,2,1,2,100,1,637,166,11,OR0001,10000660,65022791,76834000,2,SECTOR 1 MZ 42 3 ,0,0,0,2,957,-76.207345,4.104486,3,,,,,,,
2610159,65022791,2,1,2,100,1,637,166,11,OR0001,10000660,65022791,76834000,2,SECTOR 1 MZ 43 27,0,0,0,2,957,-76.207345,4.104486,3,,,,,,,
2610160,65022791,2,1,2,100,1,637,166,11,OR0001,10000660,65022791,76834000,2,SECTOR 1 MZ 43 28 ,0,0,0,2,957,-76.207345,4.104486,3,,,,,,,
2610161,65022791,2,1,2,100,1,637,166,11,OR0001,10000660,65022791,76834000,2,SECTOR 1 MZ 43 29 ,0,0,0,2,957,-76.207345,4.104486,3,,,,,,,
2610162,65022791,2,1,2,100,1,637,166,11,OR0001,10000660,65022791,76834000,2,SECTOR 1 MZ 43 8,0,0,0,2,957,-76.207345,4.104486,3,,,,,,,
2610163,65022786,2,1,2,100,1,637,166,11,OR0001,10000660,65022786,76834000,2,SECTOR 1 MZ 57 5 ,0,0,0,2,960,-76.207693,4.102387,3,,,,,,,
2610164,65022791,2,1,2,100,1,637,166,11,OR0001,10000660,65022791,76834000,2,MZ 45 CS 32,0,0,0,2,957,-76.207345,4.104486,3,,,,,,,
2610165,65022791,2,1,2,100,1,637,166,11,OR0001,10000660,65022791,76834000,2,SECTOR 1 MZ 45 30 ,0,0,0,2,957,-76.207345,4.104486,3,,,,,,,
2610166,65022791,2,1,2,100,1,637,166,11,OR0001,10000660,65022791,76834000,2,SECTOR 1 MZ 44 5 ,0,0,0,2,957,-76.207345,4.104486,3,,,,,,,
2610167,65022787,2,1,2,100,1,637,166,11,OR0001,10000660,65022787,76834000,2,SECTOR 1 MZ 45 2 ,0,0,0,2,956,-76.207612,4.104868,3,,,,,,,
2610168,65022788,2,1,2,100,1,637,166,11,OR0001,10000660,65022788,76834000,2,SECTOR 1 MZ 46 7 ,0,0,0,2,956,-76.207775,4.105149,3,,,,,,,
2610169,65022788,2,1,2,100,1,637,166,11,OR0001,10000660,65022788,76834000,2,SECTOR 1 MZ47 16,0,0,0,2,956,-76.207775,4.105149,3,,,,,,,
2610170,65022788,2,1,2,100,1,637,166,11,OR0001,10000660,65022788,76834000,2,SECTOR 1 MZ 46 8 ,0,0,0,2,956,-76.207775,4.105149,3,,,,,,,
2610171,65022788,2,1,2,100,1,637,166,11,OR0001,10000660,65022788,76834000,2,SECTOR 1 MZ 47 26 ,0,0,0,2,956,-76.207775,4.105149,3,,,,,,,
2610172,65022788,2,1,2,100,1,637,166,11,OR0001,10000660,65022788,76834000,2,SECTOR 1 MZ 49 7 ,0,0,0,2,956,-76.207775,4.105149,3,,,,,,,
2610173,65022790,2,1,2,100,1,637,166,11,OR0001,10000660,65022790,76834000,2,SECTOR1 MZ51 31,0,0,0,2,957,-76.207500,4.104401,3,,,,,,,
2610174,65022790,2,1,2,100,1,637,166,11,OR0001,10000660,65022790,76834000,2,SECTOR 1 MZ 52 35 ,0,0,0,2,957,-76.207500,4.104401,3,,,,,,,
2610175,65022783,2,1,2,100,1,637,166,11,OR0001,10000660,65022783,76834000,2,SECTOR 1 MZ 54 39,0,0,0,3,958,-76.208282,4.103449,3,,,,,,,
2610177,65022790,2,1,2,100,1,637,166,11,OR0001,10000660,65022790,76834000,2,SECTOR 1 MZ 51 40 ,0,0,0,2,957,-76.207500,4.104401,3,,,,,,,
2610178,65022790,2,1,2,100,1,637,166,11,OR0001,10000660,65022790,76834000,2,SECTOR 1 MZ 53 9,0,0,0,2,957,-76.207500,4.104401,3,,,,,,,
2610179,65022787,2,1,2,100,1,637,166,11,OR0001,10000660,65022787,76834000,2,SECTOR 1 MZ 50 25 ,0,0,0,2,956,-76.207612,4.104868,3,,,,,,,
2610180,65022790,2,1,2,100,1,637,166,11,OR0001,10000660,65022790,76834000,2,SECTOR 1 MZ 51 38 ,0,0,0,2,957,-76.207500,4.104401,3,,,,,,,
2610182,65022785,2,1,2,100,1,637,166,11,OR0001,10000660,65022785,76834000,2,SECTOR 1 MZ 55 30,0,0,0,2,961,-76.207880,4.10272,3,,,,,,,
2610183,65022785,2,1,2,100,1,637,166,11,OR0001,10000660,65022785,76834000,2,SECTOR 1 MZ 55 31,0,0,0,2,961,-76.207880,4.10272,3,,,,,,,
2610184,65022786,2,1,2,100,1,637,166,11,OR0001,10000660,65022786,76834000,2,SECTOR 1 MZ 57 35 ,0,0,0,2,960,-76.207693,4.102387,3,,,,,,,
2610185,65022786,2,1,2,100,1,637,166,11,OR0001,10000660,65022786,76834000,2,SECTOR 1 MZ 57 10 ,0,0,0,2,960,-76.207693,4.102387,3,,,,,,,
2610186,65022786,2,1,2,100,1,637,166,11,OR0001,10000660,65022786,76834000,2,SECTOR 1 MZ 58 37 ,0,0,0,2,960,-76.207693,4.102387,3,,,,,,,
2610188,65022786,2,1,2,100,1,637,166,11,OR0001,10000660,65022786,76834000,2,C 3 MZ 56 CS 34,0,0,0,2,960,-76.207693,4.102387,3,,,,,,,
2610189,65023086,2,1,2,100,1,637,166,11,OR0001,10000210,65023086,76834000,2,CL 14B 15B 9 ,0,0,0,2,965,-76.200901,4.094175,3,,,,,,,
2610192,65023076,2,1,2,100,1,637,166,11,OR0001,10000211,65023076,76834000,2,CR 10 14A 52,0,0,0,2,973,-76.203583,4.095552,3,,,,,,,
2610193,65741781,2,1,2,100,1,637,166,11,OR0001,10000660,65741781,76834000,2,CL 7 20A 13 ,0,0,0,3,962,-76.204548,4.099349,3,,,,,,,
2610197,65035413,2,1,2,100,1,637,166,11,OR0001,10000210,65035413,76834000,2,CR 19 21 24 ,0,0,0,3,972,-76.201519,4.08976,3,,,,,,,
2610198,65022657,2,1,2,100,1,637,166,11,OR0001,10000210,65022657,76834000,2,CR 19 19 54 ,0,0,0,3,971,-76.201179,4.091346,3,,,,,,,
2610200,65022656,2,1,2,100,1,637,166,11,OR0001,10000210,65022656,76834000,2,CL 19 17 27 ,0,0,0,2,971,-76.201474,4.091843,3,,,,,,,
2610205,65022664,2,1,2,100,1,637,166,11,OR0001,10000210,65022664,76834000,2,CL 20 2313 8 ,0,0,0,2,967,-76.203851,4.091607,3,,,,,,,
2610206,65722547,2,1,2,100,1,637,166,11,OR0001,10000210,65722547,76834000,2,CL 19A 13 19 ,0,0,0,3,968,-76.203587,4.092884,3,,,,,,,
2610225,65023188,2,1,2,100,1,637,166,11,OR0001,10000214,65023188,76834000,2,CR 25 21 25 ,0,0,0,8,968,-76.197121,4.089546,3,,,,,,,
2610287,65023081,2,1,2,100,1,637,166,11,OR0001,10000210,65023081,76834000,2,TR 12 22 68 ,0,0,0,2,969,-76.201571,4.096318,3,,,,,,,
2610385,65023113,2,1,2,100,1,637,166,11,OR0001,10000210,65023113,76834000,2,DG 2A 24A 33 ,0,0,0,2,954,-76.198926,4.104838,3,,,,,,,
2610387,65022788,2,1,2,100,1,637,166,11,OR0001,10000660,65022788,76834000,2,SECTOR 1 MZ 50 10 ,0,0,0,2,956,-76.207775,4.105149,3,,,,,,,
2610391,65023143,2,1,2,100,1,637,166,11,OR0001,10000660,65023143,76834000,2,CL 10 9B 4 ,0,0,0,2,968,-76.204093,4.097155,3,,,,,,,
2610392,65022785,2,1,2,100,1,637,166,11,OR0001,10000660,65022785,76834000,2,SECTOR 1 MZ 61 1,0,0,0,2,961,-76.207880,4.10272,3,,,,,,,
2610393,65023145,2,1,2,100,1,637,166,11,OR0001,10000660,65023145,76834000,2,CL 5B 22 63 ,0,0,0,2,962,-76.203173,4.100514,3,,,,,,,
2610394,65022790,2,1,2,100,1,637,166,11,OR0001,10000660,65022790,76834000,2,SECTOR 1 MZ 51 36 ,0,0,0,2,957,-76.207500,4.104401,3,,,,,,,
