NIU,CODIGO_CONEXION,TIPO_CONEXION,NIVEL_TENSION,NIVEL_TENSION_PRIMARIA,PORC_PROP_ACTIV,CONEXION_RED,ID_COMERCIALIZADOR,ID_MERCADO,GRUPO_CALIDAD,COD_FRONTERA_COMERCIAL,COD_CIRCUITO_LINEA,COD_TRANSFORMADOR,COD_DANE,UBICACION,DIRECCION,COND_ESPEC,TIPO_AREA_ESPEC,COD_AREA_ESPEC,ESTRATO,ALTITUD,LONGITUD,LATITUD,AUTOGENERADOR,EXP_ENERGIA,CAPAC_AUTOGEN,TIP_GENERACION,COD_FRONTERA_EXPORT,F_ENTRADA_GENERAR,CONTR_RESPALDO,CAPAC_CONTR_RES
2697367,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 40 ,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697369,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 46 ,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697371,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 102,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697373,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 106 ,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697375,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 110 ,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697377,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 146 ,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697379,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 1541,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697381,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 1542,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697383,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 166 ,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697385,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 222 ,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697387,65024049,2,1,2,100,1,637,166,11,OR0001,10000220,65024049,76834000,2,CR 27A 40 232,0,0,0,3,995,-76.197062,4.070791,3,,,,,,,
2697393,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 262 ,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697395,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 268 ,0,0,0,8,995,-76.197108,4.069512,3,,,,,,,
2697397,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 274,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697399,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 276 1,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697401,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 278 ,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697403,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 276 ,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697405,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 280,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697407,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 290 ,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697409,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 304 GA,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697411,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 298 ,0,0,0,8,995,-76.197108,4.069512,3,,,,,,,
2697413,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 316,0,0,0,2,995,-76.197108,4.069512,3,,,,,,,
2697415,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 320,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697417,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 340 ,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697419,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40 346,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697421,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CL 42 27A 15 ,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697423,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 40SN 110 ,0,0,0,8,995,-76.197108,4.069512,3,,,,,,,
2697425,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CL 4327A 58 P2,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697427,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 42 33 ,0,0,0,8,995,-76.197108,4.069512,3,,,,,,,
2697429,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 42 264,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697431,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 42 274 ,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697433,65023645,2,1,2,0,1,637,166,11,OR0001,10000220,65023645,76834000,2,CR 27A 42 360 ,0,0,0,8,1000,-76.196984,4.067194,3,,,,,,,
2697435,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 42 312 ,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697437,65023400,2,1,2,100,1,637,166,11,OR0001,10000220,65023400,76834000,2,CR 27A 42 115 ,0,0,0,3,995,-76.197108,4.069512,3,,,,,,,
2697439,65023642,2,1,2,100,1,637,166,11,OR0001,10000220,65023642,76834000,2,CR 27A 43SN 110 ,0,0,0,8,997,-76.196969,4.066095,3,,,,,,,
2697441,65023644,2,1,2,0,1,637,166,11,OR0001,10000220,65023644,76834000,2,CR 27A 43SN 120 ,0,0,0,8,1002,-76.199508,4.067433,3,,,,,,,
2697443,65023641,2,1,2,0,1,637,166,11,OR0001,10000220,65023641,76834000,2,CR 27A 47SN 110 ,0,0,0,8,999,-76.197137,4.065623,3,,,,,,,
2697445,65023640,2,1,2,0,1,637,166,11,OR0001,10000220,65023640,76834000,2,CR 27A 47SN 120 ,0,0,0,8,997,-76.197020,4.065788,3,,,,,,,
2697447,65023642,2,1,2,100,1,637,166,11,OR0001,10000220,65023642,76834000,2,CR 27A 47SN 130 ,0,0,0,8,997,-76.196969,4.066095,3,,,,,,,
2697451,65736565,2,1,2,100,1,637,166,11,OR0001,10000206,65736565,76834000,2,CL 47 V PQUE SMTOSN 120,0,0,0,8,1004,-76.195006,4.066708,3,,,,,,,
2697453,65023639,2,1,2,0,1,637,166,11,OR0001,10000206,65023639,76834000,2,CL 47 V PQUE SMTOSN 130,0,0,0,8,1004,-76.196143,4.065275,3,,,,,,,
2697455,65023650,2,1,2,0,1,637,166,11,OR0001,10000206,65023650,76834000,2,CL 47 V PQUE SMTOSN 140,0,0,0,3,1010,-76.194372,4.063848,3,,,,,,,
2697457,65023649,2,1,2,0,1,637,166,11,OR0001,10000206,65023649,76834000,2,CL 47 V PQUE SMTOSN 150 ,0,0,0,5,1004,-76.195162,4.064253,3,,,,,,,
2697459,65023650,2,1,2,0,1,637,166,11,OR0001,10000206,65023650,76834000,2,CL 47 V PQUE SMTOSN 160 ,0,0,0,5,1010,-76.194372,4.063848,3,,,,,,,
2697461,65023648,2,1,2,0,1,637,166,11,OR0001,10000206,65023648,76834000,2,CL 47 V PQUE SMTOSN 170 ,0,0,0,5,1003,-76.195835,4.064595,3,,,,,,,
2697463,65023651,2,1,2,0,1,637,166,11,OR0001,10000206,65023651,76834000,2,CL 47 40 199,0,0,0,3,1010,-76.194372,4.063848,3,,,,,,,
2697467,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 44 48 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697469,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 43 20,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697471,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CL 43 27A 54 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697473,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CL 43 27A 120 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697475,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CL 43 27A 56 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697477,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CL 43 27ASN 110 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697479,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CL 43 27A 50 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697481,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 124 ,0,0,0,8,1001,-76.195430,4.068253,3,,,,,,,
2697483,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 251,0,0,0,8,1001,-76.195430,4.068253,3,,,,,,,
2697485,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 43SN 110 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697489,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CL 43 27A 128 P 2A S1,0,0,0,8,1001,-76.195430,4.068253,3,,,,,,,
2697491,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 54 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697493,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 60 APTO 101,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697495,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 58 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697497,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 76 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697499,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 60 APTO 3,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697501,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 50 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697503,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 191 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697505,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 42 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697507,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 32,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697509,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 24 P 1,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697511,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 16 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697513,65023635,2,1,2,100,1,637,166,11,OR0001,10000220,65023635,76834000,2,CR 28 42 36 ,0,0,0,2,1001,-76.195430,4.068253,3,,,,,,,
2697515,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 34 40 ,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697517,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 34 62 ,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697521,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 34 72 ,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697523,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 34 72 2,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697525,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,K 28 C 34 82,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697527,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 34 80,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697529,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CL 35 27A 21 ,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697531,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 4 ,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697533,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 12 ,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697535,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 16 APTO 1,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697537,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 22,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697539,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 26,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697541,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 32 ,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697543,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 36 ,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697545,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 64 ,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697547,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 58,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697549,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 68,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697551,65725460,2,1,2,100,1,637,166,11,OR0001,10000213,65725460,76834000,2,CR 28 35 74 P2,0,0,0,3,985,-76.195931,4.07707,3,,,,,,,
2697553,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 35SN 110 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697555,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 35SN 120 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697557,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 36 56 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697559,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 36 60 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697561,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CL 37 27A 28 ,0,0,0,2,987,-76.196031,4.075638,3,,,,,,,
2697563,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 22,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697565,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 30,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697567,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 35SN 150 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697569,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 10 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697571,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 20 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697573,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 36 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697575,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,K 28 C 37 48,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697577,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 54 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697579,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,K 28 C 37 60,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697581,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 82 P 1,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697583,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 74,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697585,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 82 P 2,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697587,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 84 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697589,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 90,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697591,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 1 98 P 2,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697593,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 88 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697595,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 104 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697597,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 126 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697601,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 164 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697603,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 156,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697605,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 144,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697607,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 168 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697609,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 174 ,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697611,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 174 APTO2,0,0,0,3,987,-76.196031,4.075638,3,,,,,,,
2697613,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 1 174 APTO1,0,0,0,2,987,-76.196031,4.075638,3,,,,,,,
2697615,65024057,2,1,2,100,1,637,166,11,OR0001,10000220,65024057,76834000,2,CR 28 37 176 ,0,0,0,2,987,-76.196031,4.075638,3,,,,,,,
2697617,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 28 38 14 ,0,0,0,8,992,-76.196104,4.073,3,,,,,,,
2697619,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 28 38 28 ,0,0,0,3,992,-76.196104,4.073,3,,,,,,,
2697621,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 28 38 34 ,0,0,0,2,992,-76.196104,4.073,3,,,,,,,
2697623,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 28 38 30 ,0,0,0,3,992,-76.196104,4.073,3,,,,,,,
2697625,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 28 38 38 ,0,0,0,3,992,-76.196104,4.073,3,,,,,,,
2697627,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 28 38 50 ,0,0,0,3,992,-76.196104,4.073,3,,,,,,,
2697629,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 28 38 48 ,0,0,0,3,992,-76.196104,4.073,3,,,,,,,
2697631,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 28 39SN 110 ,0,0,0,3,992,-76.196104,4.073,3,,,,,,,
2697633,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 28 39 8 ,0,0,0,2,992,-76.196104,4.073,3,,,,,,,
2697635,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 27C 39 16 ,0,0,0,3,992,-76.196104,4.073,3,,,,,,,
2697637,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 28 39 4 ,0,0,0,3,992,-76.196104,4.073,3,,,,,,,
2697639,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 14 ,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697641,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 16 ,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697643,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 18 P 1,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697645,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 18 P 2,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697647,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 27C 39A PASAJ 18 ,0,0,0,2,992,-76.196104,4.073,3,,,,,,,
2697649,65024055,2,1,2,100,1,637,166,11,OR0001,10000220,65024055,76834000,2,CR 27C 39 24 ,0,0,0,3,992,-76.196104,4.073,3,,,,,,,
2697651,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 24 ,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697653,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 26,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697655,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CL 39A PJ27C 24,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697657,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CL 39A PJ27C 34 ,0,0,0,1,996,-76.195985,4.071544,3,,,,,,,
2697659,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CL 39A PJ27C 30 ,0,0,0,2,996,-76.195985,4.071544,3,,,,,,,
2697661,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CL 39A PJ27C 19 ,0,0,0,2,996,-76.195985,4.071544,3,,,,,,,
2697663,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CL 39A PJ27C 31 ,0,0,0,2,996,-76.195985,4.071544,3,,,,,,,
2697665,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CL 39A PJ27C 18 ,0,0,0,2,996,-76.195985,4.071544,3,,,,,,,
2697667,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 28,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697669,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 40 P 1,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697671,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 40 P 2,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697673,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 140 ,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697675,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 60,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697677,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 58,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697679,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 68 ,0,0,0,1,996,-76.195985,4.071544,3,,,,,,,
2697681,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 76 ,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697683,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 84 ,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697685,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 92 ,0,0,0,2,996,-76.195985,4.071544,3,,,,,,,
2697687,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 96 ,0,0,0,2,996,-76.195985,4.071544,3,,,,,,,
2697689,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 100 ,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697691,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 70 ,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697693,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 124 ,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697695,65024047,2,1,2,100,1,637,166,11,OR0001,10000220,65024047,76834000,2,CR 28 39 146 ,0,0,0,3,996,-76.195985,4.071544,3,,,,,,,
2697697,65024051,2,1,2,100,1,637,166,11,OR0001,10000220,65024051,76834000,2,CR 28 40C 22 ,0,0,0,3,993,-76.195986,4.070663,3,,,,,,,
2697699,65024051,2,1,2,100,1,637,166,11,OR0001,10000220,65024051,76834000,2,CR 28 40C 8 ,0,0,0,3,993,-76.195986,4.070663,3,,,,,,,
