NIU,CODIGO_DE_CONEXION,TIPO_DE_CONEXION,NIVEL_DE_TENSION,NIVEL_DE_TENSION_PRIMARIO,PORC_PROPIEDAD_DEL_ACTIVO,CONEXION_RED,ID_COMERCIALIZADOR,ID_MERCADO,GRUPO_DE_CALIDAD,COD_FRONTERA_COMERCIAL,CODIGO_CIRCUITO_O_LINEA,CODIGO_TRANSFORMADOR,CODIGO_DANE_NIU,UBICACION,DIRECCION,CONDICION_ESPECIAL,TIPO_AREA_ESPECIAL,CODIGO_AREA_ESPECIAL,ESTRATO_ID,ALTITUD,LONGITUD,LATITUD,AUTOGENERADOR,EXPORTA_ENERGIA,POTENCIA,TIPO_GENERACION,CODIGO_FRONTERA_AUTO_GEN,INICIO_OPERACION,CONTRATO_RESPALDO,CAPACIDAD_CONTRATO_RESPALDO
0000000000000000000000000000000030067481,100YOK0000,2,1,2,0,2,62371,444,12,Frt76810,,100YOK0000,8001000,2,CL 99 CR 52 - 53 LOC 35,0,0,0,8,93,-74.8279306,11.0140732,3,,,,,,,
0000000000000000000000000000000030089025,101KZV0000,2,1,2,0,2,62371,444,12,Frt82945,,101KZV0000,8758000,2,D 40A CR 19 - 29 LOC B12,0,0,0,8,19,-74.7800248,10.9181394,3,,,,,,,
0000000000000000000000000000000030163232,100YD30000,2,1,2,0,2,62371,444,12,Frt83764,,100YD30000,8001000,2,CR 49C CL 86 - 39 LOC 5-6-7,0,0,0,8,100,-74.8218034,11.0043796,3,,,,,,,
0000000000000000000000000000000030166208,0691,1,2,2,101,2,62371,444,32,Frt82047,0691,,8573000,2,CL 1E CR 5 - 75 ARCO PADRE,0,0,0,8,24,-74.9108796,11.0103411,3,,,,,,,
0000000000000000000000000000000037015375,0743,1,2,2,101,2,62371,444,32,Frt75030,0743,,8573000,2,CR 20 CL 6 - 131,0,0,0,7,24,-74.9108796,11.0103411,3,,,,,,,
12940683,100BAC0000,2,1,2,0,2,62371,444,12,Frt49762,,100BAC0000,8001000,2,CR 53 CL 80 - 198 PISO 16,0,0,0,8,82,-74.8116702,11.0062392,3,,,,,,,
12940692,100BAC0000,2,1,2,0,2,62371,444,12,Frt49793,,100BAC0000,8001000,2,CR 53 CL 80 - 198 PISO 17,0,0,0,8,82,-74.8116702,11.0062392,3,,,,,,,
12940753,100BAC0000,2,1,2,0,2,62371,444,12,Frt49750,,100BAC0000,8001000,2,CR 53 CL 80 - 198 PISO 15,0,0,0,8,82,-74.8116702,11.0062392,3,,,,,,,
12940754,100BAC0000,2,1,2,0,2,62371,444,12,Frt49763,,100BAC0000,8001000,2,CR 53 CL 80 - 198 PISO 18,0,0,0,8,82,-74.8116702,11.0062392,3,,,,,,,
12946716,100FS60000,2,1,2,0,1,62371,444,12,Frt32327,,100FS60000,8001000,2,CR 45B 90 210 LOC QIEN,0,0,0,8,109,-74.8263033,11.0036816,3,,,,,,,
12946773,0109,1,2,2,101,2,62371,444,12,Frt32404,0109,,8001000,2,CL 40 CR 35 - 110 LOC NREG BQ3452,0,0,0,7,39,-74.7900594,10.9761106,3,,,,,,,
12949380,0843,1,3,3,101,2,62371,444,32,Frt38577,0843,,8001000,1,CARRT A JUAN MINA A GALAPA No 200 - 1 LOC NREG DQ6388,9,0,0,7,35,-74.901634,10.9526116,3,,,,,,,
12951555,100SLG0000,2,1,2,0,1,62371,444,11,Frt35006,,100SLG0000,47001000,2,CR 9 18 24 LOC QIEN,0,0,0,7,11,-74.2066559,11.2414899,3,,,,,,,
12956871,100LUI0000,2,1,2,0,2,62371,444,12,Frt36868,,100LUI0000,8001000,2,CR 50 48 227 LOC DIC3,0,0,0,8,27,-74.7884284,10.9902577,3,,,,,,,
12957655,0107,1,2,2,101,2,62371,444,12,Frt37699,0107,,8001000,2,CL 52 CR 36 - 31 LOC NRP CA634,9,0,0,7,39,-74.7900594,10.9761106,3,,,,,,,
12958410,0819,1,2,2,101,2,62371,444,12,Frt37881,0819,,8001000,2,CR 50 CL 84 - 82 LOC NREG CM1993,0,0,0,8,63,-74.8131534,11.0137506,3,,,,,,,
12986699,100Y0G0000,2,1,2,0,2,62371,444,11,Frt58986,,100Y0G0000,47001000,2,CL 23A No CR 11 - 103 LOC 1 AE7156,0,0,0,8,13,-74.2052441,11.2380642,3,,,,,,,
12986842,1007DK0000,2,1,2,0,1,62371,444,22,Frt40092,,1007DK0000,47288000,2,CR 8 CL 1 104 LOC DICL,0,0,0,8,47,-74.1854608,10.5211265,3,,,,,,,
12986978,10080Q0000,2,1,2,0,1,62371,444,12,Frt40488,,10080Q0000,44001000,2,CL 2 CR 6 93 LOC DICL,0,0,0,8,6,-72.9088349,11.5519111,3,,,,,,,
12986989,100H4E0000,2,1,2,0,1,62371,444,11,Frt40447,,100H4E0000,47001000,2,CR 4 9 23 LOC DICL,0,0,0,8,6,-74.2256575,11.2035031,3,,,,,,,
12986990,100ZTS0000,2,1,2,0,1,62371,444,21,Frt40489,,100ZTS0000,44650000,2,CL 5 5 65 LOC DICL,0,0,0,8,211,-73.0060122,10.7709616,3,,,,,,,
12986991,100REX0000,2,1,2,0,2,62371,444,11,Frt40448,,100REX0000,47001000,2,SECTOR 1 LOTE B 1 LOC DICL,0,0,0,8,14,-74.1968237,11.2265141,3,,,,,,,
12987063,0209,1,2,2,101,1,62371,444,12,Frt41063,0209,,8001000,2,AV VIA 40 No 62 - 174,0,0,0,8,7,-74.8072347,11.0293717,3,,,,,,,
12988720,100G6F0000,2,1,2,0,1,62371,444,12,Frt41413,,100G6F0000,8001000,2,CR 44 37 31 LOC DICE,0,0,0,8,23,-74.7799762,10.9832081,3,,,,,,,
12988724,100G2W0000,2,1,2,0,1,62371,444,11,Frt41631,,100G2W0000,47001000,2,CR 5 CL 14 36 LOC DICE,0,0,0,8,10,-74.210595,11.244363,3,,,,,,,
12988726,100C4I0000,2,1,2,0,1,62371,444,12,Frt41400,,100C4I0000,8001000,2,CR 46 92 68 LOC DICE,0,0,0,8,106,-74.8269102,11.0049095,3,,,,,,,
12988732,100L290000,2,1,2,0,1,62371,444,12,Frt41629,,100L290000,8758000,2,CR 28 58 148 LOC DICE,0,0,0,8,44,-74.7963114,10.9240229,3,,,,,,,
12988735,100MGG0000,2,1,2,0,1,62371,444,12,Frt41417,,100MGG0000,8001000,2,CR 38 74 61 OFI DICE,0,0,0,8,102,-74.8131558,10.9853448,3,,,,,,,
12988743,10144S0000,2,1,2,100,1,62371,444,12,Frt41630,,10144S0000,8001000,2,CL 82 51 26 LOC DICE,0,0,0,8,86,-74.8145015,11.0041804,3,,,,,,,
12988754,100U5D0000,2,1,2,0,2,62371,444,32,Frt41405,,100U5D0000,8573000,2,CR 30 CL 1 1841 LOC DICE,0,0,0,8,44,-74.8636353,11.0182409,3,,,,,,,
12988758,100YEQ0000,2,1,2,0,1,62371,444,12,Frt41797,,100YEQ0000,8001000,2,CR 58 CL 96 187 OFI VTI,0,0,0,8,76,-74.8241672,11.0166045,3,,,,,,,
12988760,0463,1,2,2,101,2,62371,444,12,Frt41609,0463,,8758000,2,CL 30 CR 13 65 LOC RENO,0,0,0,7,38,-74.7930524,10.9281115,3,,,,,,,
12991693,0295,1,2,2,101,2,62371,444,12,Frt41947,0295,,8001000,2,CL 68 CR 54 - 110 LOC NRP CE2308,0,0,0,7,20,-74.7948632,11.0086761,3,,,,,,,
12995944,100HRO0000,2,1,2,0,1,62371,444,22,Frt42307,,100HRO0000,47555000,2,CR 15 7 65 LOC QIEN,0,0,0,8,19,-74.784721,9.7900463,3,,,,,,,
12995946,100LC30000,2,1,2,0,1,62371,444,11,Frt42135,,100LC30000,47001000,2,CL 23 CR 4 69 LOC DICE,0,0,0,8,9,-74.2114354,11.2396526,3,,,,,,,
12996961,0235,1,2,2,101,2,62371,444,11,Frt43101,0235,,8758000,2,CL 19 CR 1 - 314 LOC NRP DE3387,0,0,0,7,13,-74.7693239,10.8383713,3,,,,,,,
17001683,101LGP0000,2,1,2,100,1,62371,444,12,Frt74723,,101LGP0000,8001000,2,CR 2 CL 80 - 55 DPL BA8383,0,3,9702,1,44,-74.8211487,10.9361855,3,,,,,,,
17002338,100BIZ0000,2,1,2,100,1,62371,444,12,Frt80123,,100BIZ0000,8001000,2,CL 80 CR 38 - 9 DPL CG3545,0,0,0,8,108,-74.8201227,10.987145,3,,,,,,,
17007553,102S570000,2,1,2,100,1,62371,444,12,Frt57332,,102S570000,8001000,2,CR 21 CL 47D - 131 DPL BA7461,0,0,0,8,43,-74.7967209,10.9650264,3,,,,,,,
17024186,100DP80000,2,1,2,100,1,62371,444,12,Frt65613,,100DP80000,8001000,2,CL 51B CR 10S - 45 DPL BC6646,0,3,9704,8,84,-74.8149096,10.9248285,3,,,,,,,
17024835,101HSH0000,2,1,2,100,1,62371,444,12,Frt67688,,101HSH0000,8001000,2,CR 43 CL 82 - 77 DPL CO2858,0,0,0,8,93,-74.8183564,10.9979969,3,,,,,,,
17027509,100GNL0000,2,1,2,0,2,62371,444,12,Frt84722,,100GNL0000,8001000,2,CL 45 No CR 1 - 85 P 1 LOC 21 BE4105,0,0,0,8,51,-74.800114,10.9305136,3,,,,,,,
17070806,100TQ90000,2,1,2,100,1,62371,444,12,Frt74122,,100TQ90000,8001000,2,CL 41 CR 46 - 213,0,0,0,7,15,-74.7814521,10.9883213,3,,,,,,,
17075064,100C7I0000,2,1,2,100,1,62371,444,12,Frt45285,,100C7I0000,8001000,2,CL 45 38 11 LOC DICE,0,0,0,8,29,-74.7873245,10.9800363,3,,,,,,,
17081855,0140,1,2,2,101,1,62371,444,12,Frt73456,0140,,8001000,2,CL 43 CR 44 - 70 DPL CD835,0,0,0,8,4,-74.7653225,10.9840783,3,,,,,,,
17083049,101LVY0000,2,1,2,100,1,62371,444,12,Frt65227,,101LVY0000,8001000,2,CR 45 CL 85 - 168 DPL CN9281,0,0,0,8,101,-74.8232344,11.0021795,3,,,,,,,
17084674,100D8Z0000,2,1,2,0,1,62371,444,12,Frt44978,,100D8Z0000,8001000,2,CR 43 40 25 LOC DICE,0,0,0,8,16,-74.782078,10.9821728,3,,,,,,,
17091158,1012WZ0000,2,1,2,100,1,62371,444,12,Frt65220,,1012WZ0000,8001000,2,CR 46 CL 85 - 27 DPL CN9420,0,0,0,8,101,-74.8213222,11.0022113,3,,,,,,,
17091466,10111C0000,2,1,2,100,1,62371,444,12,Frt65218,,10111C0000,8001000,2,CL 92 CR 43 - 75 DPL CN8198,0,0,0,8,108,-74.8269676,11.0022698,3,,,,,,,
17091993,100NJ40000,2,1,2,100,1,62371,444,12,Frt85123,,100NJ40000,8001000,2,CR 44 CL 55 - 32 P 1 LOC 1 CB2982,0,0,0,7,44,-74.7937266,10.9867741,3,,,,,,,
17094062,102R2Q0000,2,1,2,100,1,62371,444,12,Frt56606,,102R2Q0000,8001000,2,CL 93 CR 43 - 108 DPL CN8290,0,0,0,8,113,-74.8275822,11.002901,3,,,,,,,
17095141,100CJF0000,2,1,2,0,1,62371,444,12,Frt72305,,100CJF0000,8001000,2,CR 57 CL 96 - 132 DPL CL 4231,0,0,0,8,78,-74.8239282,11.0161712,3,,,,,,,
17096111,100JD20000,2,1,2,100,1,62371,444,22,Frt72547,,100JD20000,8078000,2,CR 19 No 20 - 49 P 2 Ap 1 CQ1804,0,0,0,8,117,-74.9153639,10.7934335,3,,,,,,,
17097785,100B110000,2,1,2,100,1,62371,444,12,Frt80330,,100B110000,8001000,2,CL 84 CR 67 - 54 LOC 4 CJ2835,0,0,0,8,46,-74.8092847,11.0147423,3,,,,,,,
17099633,1010YX0000,2,1,2,100,1,62371,444,12,Frt65620,,1010YX0000,8001000,2,CR 43 CL 90 - 140 DPL CN8411,0,0,0,8,111,-74.8267914,11.0013029,3,,,,,,,
17101499,100ZAY0000,2,1,2,100,1,62371,444,31,Frt67669,,100ZAY0000,8634000,1,CL 11 CR 15 - 220 DPL CV3248,0,3,9408,2,6,-74.7582151,10.7991058,3,,,,,,,
17105984,100M330000,2,1,2,100,1,62371,444,12,Frt85024,,100M330000,8001000,2,CR 46 CL 84 - 108 DPL CO1067,0,0,0,7,98,-74.8209015,11.0022756,3,,,,,,,
17107398,100YIY0000,2,1,2,0,1,62371,444,12,Frt43847,,100YIY0000,8001000,2,CL 93 43 80 LOC QIEN,0,0,0,7,113,-74.8275822,11.002901,3,,,,,,,
17116374,1023GF0000,2,1,2,100,1,62371,444,12,Frt65215,,1023GF0000,8001000,2,CR 70 CL 80 - 36 DPL CJ4362,0,0,0,8,41,-74.8064692,11.0153217,3,,,,,,,
17123031,100B7Q0000,2,1,2,100,1,62371,444,12,Frt60512,,100B7Q0000,8001000,2,CR 51B CL 79 - 348 DPL CM7851,0,0,0,8,83,-74.8128816,11.0040035,3,,,,,,,
17124332,100DZZ0000,2,1,2,100,1,62371,444,22,Frt78466,,100DZZ0000,8078000,2,CR 18 CL 19 - 5 DPL I3743,0,0,0,8,117,-74.9156241,10.7949786,3,,,,,,,
17129570,1005TS0000,2,1,2,100,1,62371,444,22,Frt72541,,1005TS0000,8638000,2,CR 16B No 24 - 58 DPL CW6245,0,0,0,2,95,-74.9225121,10.6306911,3,,,,,,,
17130268,100B1E0000,2,1,2,100,1,62371,444,12,Frt57329,,100B1E0000,8001000,2,CR 66 CL 79 - 144 DPL CJ3637,0,0,0,8,45,-74.8061319,11.0125984,3,,,,,,,
17132335,10154C0000,2,1,2,100,1,62371,444,22,Frt59553,,10154C0000,8638000,2,CL 21 CR 17 - 68 DPL CV7745,0,0,0,8,99,-74.9204944,10.6313383,3,,,,,,,
17132884,100B1J0000,2,1,2,100,1,62371,444,12,Frt54100,,100B1J0000,8001000,2,CR 59C CL 81 - 126 DPL CJ3072,0,0,0,8,55,-74.8084709,11.0112368,3,,,,,,,
17136937,100R4A0000,2,1,2,100,1,62371,444,21,Frt72567,,100R4A0000,8634000,2,CR 10 No CL 10 - 58 DPL CV2554,0,3,9408,2,11,-74.7568979,10.7906744,3,,,,,,,
17137306,101HQF0000,2,1,2,100,1,62371,444,11,Frt72565,,101HQF0000,8433000,2,CL 8 CR 15 - 45 DPL CS4342,0,3,9225,1,13,-74.7730325,10.8609782,3,,,,,,,
17139024,1014U00000,2,1,2,100,1,62371,444,22,Frt72559,,1014U00000,8296000,2,CL 12 CR 16 - 5 P 1 Ap 1 ET7322,0,0,0,3,88,-74.8864301,10.8973579,3,,,,,,,
17140407,0341,1,2,2,101,1,62371,444,12,Frt80610,0341,,8001000,2,CR 52 CL 79 - 249 CS 1 CM8908,0,0,0,7,63,-74.8131534,11.0137506,3,,,,,,,
17146377,100J8R0000,2,1,2,0,1,62371,444,12,Frt57328,,100J8R0000,8001000,2,CR 60 CL 79 - 135 DPL CJ3128,0,0,0,8,48,-74.8058052,11.0099776,3,,,,,,,
17147313,100JD30000,2,1,2,100,1,62371,444,22,Frt78472,,100JD30000,8078000,2,CL 17 No 19 - 8 P 1 Ap 1 CQ4284,0,0,0,8,119,-74.9138072,10.7958965,3,,,,,,,
17147324,100DZY0000,2,1,2,100,1,62371,444,22,Frt78465,,100DZY0000,8078000,2,CR 19 No 17 - 38 P 1 Ap 2 CQ4905,0,0,0,8,117,-74.9150778,10.7958026,3,,,,,,,
17147541,101MB60000,2,1,2,100,1,62371,444,12,Frt68416,,101MB60000,8001000,2,CL 84 CR 66 - 36 DPL CJ2808,0,0,0,8,50,-74.8091453,11.0138658,3,,,,,,,
17149558,1015LZ0000,2,1,2,100,1,62371,444,22,Frt59555,,1015LZ0000,8638000,2,CL 20 CR 18 - 41 DPL CV7300,0,0,0,8,103,-74.9193742,10.6327334,3,,,,,,,
17154558,100B3U0000,2,1,2,100,1,62371,444,12,Frt68460,,100B3U0000,8001000,2,CR 51B CL 82 - 283 DPL CM8344,0,0,0,8,84,-74.8173331,11.0059272,3,,,,,,,
17155365,1014ZZ0000,2,1,2,100,1,62371,444,22,Frt60515,,1014ZZ0000,8638000,2,CL 22 CR 18 - 81 DPL CV8073,0,0,0,8,102,-74.9210833,10.6328283,3,,,,,,,
17155421,1005TM0000,2,1,2,100,1,62371,444,22,Frt80193,,1005TM0000,8638000,2,CL 25 No 9 - 102 DPL CW7845,0,0,0,8,101,-74.9242276,10.6264649,3,,,,,,,
17172242,100A820000,2,1,2,100,1,62371,444,22,Frt71373,,100A820000,8675000,2,CL 7 No CR 7 - 81 DPL EP7163,0,3,9409,8,8,-74.9605835,10.3240049,3,,,,,,,
17202246,1010WF0000,2,1,2,100,1,62371,444,12,Frt85115,,1010WF0000,8001000,2,CL 74 CR 43 - 25 P 1 LOC 1 CE9905,0,0,0,7,78,-74.8095609,10.9930644,3,,,,,,,
17202250,100H3D0000,2,1,2,100,2,62371,444,12,Frt68316,,100H3D0000,8001000,2,CL 74 CR 43 - 67 P 1 LOC 8 CE9951,0,0,0,8,76,-74.8091967,10.9937975,3,,,,,,,
17202258,100H3D0000,2,1,2,100,2,62371,444,12,Frt68570,,100H3D0000,8001000,2,CL 74 CR 43 - 67 P 1 LOC 9 CE9952,0,0,0,8,76,-74.8091967,10.9937975,3,,,,,,,
17202886,100EEH0000,2,1,2,100,1,62371,444,32,Frt72395,,100EEH0000,8078000,1,Cr PITAL A BARANOA No Km 3 - 50 DPL N4565,9,0,0,8,129,-74.9159661,10.8425622,3,,,,,,,
17205065,0381,1,2,2,101,2,62371,444,12,Frt35408,0381,,8001000,2,CR 43 69 176 LOC QENE,0,0,0,7,109,-74.8174296,10.981599,3,,,,,,,
17206985,1008PH0000,2,1,2,100,1,62371,444,21,Frt72543,,1008PH0000,8372000,2,CL 6 CR 3 - 5 DPL EQ6265,0,0,0,3,49,-75.0313595,10.8312721,3,,,,,,,
17208036,10224E0000,2,1,2,100,1,62371,444,12,Frt68422,,10224E0000,8001000,2,CR 60 CL 70 - 130 DPL CH8104,0,0,0,8,38,-74.7968745,11.0021885,1,1.0,20.0,1.0,AGPE0001,29-10-2024,2.0,
17208124,100NPM0000,2,1,2,0,1,62371,444,12,Frt80181,,100NPM0000,8001000,2,CR 65 CL 72 - 11 P 1 Ap 01 CI5510,0,0,0,8,27,-74.7946483,11.0048243,3,,,,,,,
17210383,1010W10000,2,1,2,100,1,62371,444,12,Frt52989,,1010W10000,8001000,2,CL 73 No 41B - 146 ENTR 1 P 1 LOC 6 CF6090,0,0,0,8,76,-74.8079382,10.9917484,3,,,,,,,
17214433,1012GI0000,2,1,2,100,1,62371,444,22,Frt72564,,1012GI0000,8137000,2,CL 9 CR 11 - 66 DPL EU8295,0,3,9409,2,9,-74.8843103,10.3779643,3,,,,,,,
17215788,1010W10000,2,1,2,100,1,62371,444,12,Frt58867,,1010W10000,8001000,2,CR 43 CL 72 - 27 P 1 Ap 05 CF8302,0,0,0,8,76,-74.8079382,10.9917484,3,,,,,,,
17216214,102X3U0000,2,1,2,100,1,62371,444,12,Frt72520,,102X3U0000,8001000,2,CR 62 CL 75 - 36 BLO 1 P 1 Ap 01 CI8847,0,0,0,8,36,-74.7978815,11.0062088,3,,,,,,,
17217612,1014S30000,2,1,2,100,1,62371,444,22,Frt80249,,1014S30000,8573000,2,CL 2 CR 7 - 4 P 1 Ap 1 DS990,0,0,0,8,6,-74.957665,10.9892293,3,,,,,,,
17218840,100BMI0000,2,1,2,100,1,62371,444,12,Frt56888,,100BMI0000,8001000,2,CR 59 CL 72 - 38 DPL CE8410,0,0,0,7,58,-74.7978616,11.0017432,3,,,,,,,
17221444,100FHU0000,2,1,2,100,2,62371,444,12,Frt72539,,100FHU0000,8001000,2,CR 53 CL 74 - 86 BLO 01 P 01 Ap 06 CE5321,0,0,0,8,59,-74.80376,11.0004998,3,,,,,,,
17221581,100RX50000,2,1,2,100,1,62371,444,12,Frt49703,,100RX50000,8001000,2,CR 58 CL 72 - 110,0,0,0,8,41,-74.7990066,11.002301,3,,,,,,,
17221648,1010PH0000,2,1,2,100,1,62371,444,12,Frt68318,,1010PH0000,8001000,2,CR 70 CL 75 - 51 DPL CJ1034,0,0,0,8,23,-74.7960521,11.0102268,3,,,,,,,
17221658,100B020000,2,1,2,100,1,62371,444,12,Frt67667,,100B020000,8001000,2,CR 68 CL 75 - 40 DPL CJ915,0,0,0,7,22,-74.7959031,11.0091333,3,,,,,,,
17221659,100B020000,2,1,2,100,1,62371,444,12,Frt65214,,100B020000,8001000,2,CR 68 CL 75 - 50 DPL CJ923,0,0,0,8,22,-74.7959031,11.0091333,3,,,,,,,
17222011,1021YB0000,2,1,2,100,1,62371,444,12,Frt60188,,1021YB0000,8001000,2,CL 38 CR 43 - 131 DPL BA9499,0,0,0,8,20,-74.7804871,10.9826013,3,,,,,,,
17222084,100IS00000,2,1,2,0,1,62371,444,12,Frt46970,,100IS00000,8001000,2,CR 73 75-147,0,0,0,8,18,-74.7948035,11.0122817,3,,,,,,,
17223961,100DE10000,2,1,2,100,1,62371,444,12,Frt65222,,100DE10000,8001000,2,CL 71 CR 41 - 71 DPL CF4934,0,0,0,8,76,-74.8072747,10.9898155,3,,,,,,,
17224276,100JO00000,2,1,2,0,1,62371,444,12,Frt60142,,100JO00000,8001000,2,CL 72 CR 52 - 64 P 1 Ap 02 CE2855,0,0,0,8,55,-74.8023546,10.9982161,3,,,,,,,
17226978,10111H0000,2,1,2,100,1,62371,444,12,Frt72405,,10111H0000,8001000,2,CR 50 CL 69 - 86 DPL CE3795,0,0,0,8,56,-74.8019372,10.9959029,3,,,,,,,
17226979,10111H0000,2,1,2,100,1,62371,444,12,Frt72401,,10111H0000,8001000,2,CR 50 CL 69 - 68 DPL CE3794,0,0,0,8,56,-74.8019372,10.9959029,3,,,,,,,
17226988,100H6J0000,2,1,2,100,1,62371,444,12,Frt72357,,100H6J0000,8001000,2,CR 52 CL 69 - 67 DPL CE4060,0,0,0,8,54,-74.8009495,10.996068,3,,,,,,,
17226989,100H6J0000,2,1,2,100,1,62371,444,12,Frt72367,,100H6J0000,8001000,2,CR 52 CL 69 - 79 DPL CE4061,0,0,0,8,54,-74.8009495,10.996068,3,,,,,,,
17227338,100KD80000,2,1,2,100,1,62371,444,12,Frt86869,,100KD80000,8001000,2,CL 94 No 42F - -173 DPL CN5984,0,0,0,5,130,-74.8304296,11.0000194,1,1.0,20.0,1.0,AGPE0001,20-06-2025,2.0,
17227894,101LF90000,2,1,2,0,1,62371,444,12,Frt80339,,101LF90000,8001000,2,CR 40 CL 34 - 6 BLO 1 P 1 Ap 5 BQ975,0,0,0,8,15,-74.7787768,10.978926,3,,,,,,,
17229578,1010XO0000,2,1,2,100,1,62371,444,12,Frt57828,,1010XO0000,8001000,2,CR 52 CL 75 - 61 DPL CM8406,0,0,0,8,57,-74.8059491,11.0014709,3,,,,,,,
17230632,100GW60000,2,1,2,0,2,62371,444,12,Frt74850,,100GW60000,8001000,2,CR 43 CL 36 - 23 P 1 Ap 4 BQ2242,0,0,0,8,15,-74.7799078,10.9813551,3,,,,,,,
17230644,100GW60000,2,1,2,0,2,62371,444,12,Frt70763,,100GW60000,8001000,2,CR 43 CL 36 - 23 P 1 Ap 13 BQ2226,0,0,0,8,15,-74.7799078,10.9813551,3,,,,,,,
17232258,1010XB0000,2,1,2,100,1,62371,444,12,Frt43925,,1010XB0000,8001000,2,CL 70 47 30 LOC QIEN,0,0,0,8,60,-74.8028662,10.9941561,3,,,,,,,
17233030,0448,1,2,2,101,2,62371,444,12,Frt69516,0448,,8758000,2,CL 27 No CR 49 - 44 P 1 LOC 1 DG7300,0,0,0,8,29,-74.7861756,10.9495157,1,2.0,40.0,1.0,AGPE0001,23-06-2023,2.0,
17233757,100DMF0000,2,1,2,100,1,62371,444,12,Frt80243,,100DMF0000,8001000,2,CR 38 CL 71 - 68 DPL CF7103,0,0,0,8,105,-74.8105027,10.9853874,3,,,,,,,
17234671,100EIO0000,2,1,2,0,2,62371,444,12,Frt89330,,100EIO0000,8001000,2,CR 58 CL 75 - 12 BLO 1 P 2 Ap 02 CN2922,0,0,0,8,46,-74.8006501,11.0046384,3,,,,,,,
17234736,100IN40000,2,1,2,100,1,62371,444,12,Frt80283,,100IN40000,8001000,2,CL 19 CR 4 - 10 DPL BA6485,0,0,0,8,20,-74.7776469,10.9418202,3,,,,,,,
17235449,100BW10000,2,1,2,100,1,62371,444,12,Frt65491,,100BW10000,8001000,2,CL 30 CR 41 - 27 P 1 Ap 1 BA5698,0,0,0,8,7,-74.7759125,10.9786614,3,,,,,,,
17237240,100M4I0000,2,1,2,100,1,62371,444,12,Frt67569,,100M4I0000,8001000,2,CR 60 CL 79 - 18 P 1 LOC 02 CJ3109,9,0,0,8,46,-74.8052104,11.0099429,3,,,,,,,
17237812,100LUA0000,2,1,2,100,1,62371,444,12,Frt67687,,100LUA0000,8001000,2,CR 53 CL 68 - 150 DPL CE4880,0,0,0,8,52,-74.7993039,10.9966052,3,,,,,,,
17240117,100TH10000,2,1,2,0,1,62371,444,12,Frt56307,,100TH10000,8001000,2,CR 43 CL 68 - 78 DPL CF103,0,0,0,8,57,-74.8026162,10.9891758,3,,,,,,,
17240416,100BMV0000,2,1,2,100,1,62371,444,12,Frt18602,,100BMV0000,8001000,2,CL 72 52 35 LOC DICE,0,0,0,7,55,-74.8025932,10.9985139,3,,,,,,,
17241215,102S1D0000,2,1,2,100,1,62371,444,12,Frt65615,,102S1D0000,8001000,2,CL 36 CR 41 - 35 P 1 Ap 08 BA8237,0,0,0,8,17,-74.7798875,10.9805145,3,,,,,,,
17242573,100GH40000,2,1,2,0,2,62371,444,12,Frt83757,,100GH40000,8001000,2,CR 45 CL 53 - 47 P 1 Ap 02 CB3522,0,0,0,8,34,-74.7899954,10.9874788,3,,,,,,,
17244602,100RTD0000,2,1,2,0,2,62371,444,12,Frt65118,,100RTD0000,8001000,2,CR 43 CL 2 - 215 DPL BA4826,0,0,0,8,4,-74.7636983,10.9824406,3,,,,,,,
17244812,101KVE0000,2,1,2,100,1,62371,444,12,Frt85120,,101KVE0000,8001000,2,CR 44 CL 76 - 112 DPL CH2536,0,0,0,7,76,-74.811718,10.9959248,3,,,,,,,
17248602,1014IZ0000,2,1,2,100,1,62371,444,12,Frt56608,,1014IZ0000,8001000,2,CR 49C CL 82 - 134 DPL CM5519,0,0,0,8,92,-74.8171508,11.0025468,3,,,,,,,
17253211,100BNK0000,2,1,2,100,1,62371,444,12,Frt72360,,100BNK0000,8001000,2,CR 56 CL 74 - 160 DPL CE7052,0,0,0,7,62,-74.8023849,11.0031608,3,,,,,,,
17256056,100FL90000,2,1,2,100,2,62371,444,12,Frt51683,,100FL90000,8001000,2,CL 84 CR 51 - 74 DPL CM4585,0,0,0,8,86,-74.8150319,11.0040797,3,,,,,,,
17258860,100EDS0000,2,1,2,100,1,62371,444,12,Frt18596,,100EDS0000,8001000,2,CL 36 41 70 LOC DICE,0,0,0,7,16,-74.7797425,10.9811024,3,,,,,,,
17264552,102QVB0000,2,1,2,100,1,62371,444,12,Frt85446,,102QVB0000,8001000,2,CR 44 CL 45 - 57 DPL CD4556,0,0,0,8,30,-74.786269,10.984801,3,,,,,,,
17265057,102Y6G0000,2,1,2,100,1,62371,444,12,Frt74084,,102Y6G0000,8758000,2,CL 18 CR 21 - 17 DPL DE7578,9,0,0,8,12,-74.7653496,10.9166901,3,,,,,,,
17267085,100NC10000,2,1,2,100,1,62371,444,12,Frt74274,,100NC10000,8001000,2,D 77D CR 15D - 92 DPL BA8216,0,3,9595,1,48,-74.82289,10.9705323,3,,,,,,,
17267390,1015CE0000,2,1,2,100,1,62371,444,12,Frt67668,,1015CE0000,8001000,2,CR 60 CL 77 - 21 DPL CI8716,0,0,0,8,31,-74.8011347,11.0082893,3,,,,,,,
