NIU,CODIGO_DE_CONEXION,TIPO_DE_CONEXION,NIVEL_DE_TENSION,NIVEL_DE_TENSION_PRIMARIO,PORC_PROPIEDAD_DEL_ACTIVO,CONEXION_RED,ID_COMERCIALIZADOR,ID_MERCADO,GRUPO_DE_CALIDAD,COD_FRONTERA_COMERCIAL,CODIGO_CIRCUITO_O_LINEA,CODIGO_TRANSFORMADOR,CODIGO_DANE_NIU,UBICACION,DIRECCION,CONDICION_ESPECIAL,TIPO_AREA_ESPECIAL,CODIGO_AREA_ESPECIAL,ESTRATO_ID,ALTITUD,LONGITUD,LATITUD,AUTOGENERADOR,EXPORTA_ENERGIA,POTENCIA,TIPO_GENERACION,CODIGO_FRONTERA_AUTO_GEN,INICIO_OPERACION,CONTRATO_RESPALDO,CAPACIDAD_CONTRATO_RESPALDO
21435619,0450,1,2,2,101,2,62371,444,12,Frt06879,0450,,8001000,2,CL 47 18 141 LOC QIEN,0,0,0,8,29,-74.7861756,10.9495157,3,,,,,,,
21446506,101HRN0000,2,1,2,100,2,62371,444,11,Frt83762,,101HRN0000,47001000,2,CR 4 CL 21 - 180 LOC 10 BA141,9,0,0,8,8,-74.2257792,11.1904399,3,,,,,,,
300113493,0463,1,2,2,101,1,62371,444,12,Frt71061,0463,,8758000,2,CR 16 CL 27 - 38,0,0,0,8,38,-74.7930524,10.9281115,3,,,,,,,
30077752,1013CY0000,2,1,2,100,1,62371,444,11,Frt60342,,1013CY0000,47001000,2,CR 66B CL 37 - 51,0,0,0,7,40,-74.1590291,11.216998,3,,,,,,,
30081592,100NDS0000,2,1,2,100,1,62371,444,11,Frt59496,,100NDS0000,47001000,2,CL 26 CR 1A - 35 LOC 101,0,0,0,8,15,-74.1984706,11.2231234,3,,,,,,,
30089808,100CMX0000,2,1,2,100,1,62371,444,12,Frt56607,,100CMX0000,8001000,2,CL 79 CR 51 - 42 PISO 1 LOC 2,0,0,0,8,69,-74.8095011,11.002267,3,,,,,,,
30112285,1021UM0000,2,1,2,0,1,62371,444,32,Frt60129,,1021UM0000,8573000,1,CL 5 CR 13 - 612,0,0,0,10,28,-74.88314,11.033715,3,,,,,,,
30130154,101KVY0000,2,1,2,0,2,62371,444,32,Frt57234,,101KVY0000,8573000,1,CR 30 CL 2C - 118 LOC M101,0,0,0,8,54,-74.8601815,11.0166407,3,,,,,,,
30132814,1022NM0000,2,1,2,0,1,62371,444,22,Frt69611,,1022NM0000,8573002,2,CL 2 CR 20 - 27 LOC 1,0,0,0,8,11,-74.951134,11.004124,3,,,,,,,
30137582,100DK90000,2,1,2,100,1,62371,444,12,Frt60538,,100DK90000,8001000,2,CR 48 CL 76 - 147 LOC 1,0,0,0,8,68,-74.8099221,10.9985868,3,,,,,,,
30151870,101MF60000,2,1,2,0,1,62371,444,12,Frt71565,,101MF60000,8001000,2,VIA 40 CL 86 - 431 BODEGA 3,0,0,0,8,6,-74.8068037,11.0291124,3,,,,,,,
30164767,0653,1,2,2,101,2,62371,444,12,Frt75512,0653,,8001000,2,CL 8 CR 44 - 34,0,0,0,7,4,-74.7653225,10.9840783,3,,,,,,,
31442805,0071,1,2,2,101,2,62371,444,12,Frt38336,0071,,8296000,1,Cr A GALAPA No Km 2 - 500 LOC NRP CR379,9,0,0,7,39,-74.8323064,10.9455724,3,,,,,,,
5339057,100YEQ0000,2,1,2,0,2,62371,444,12,Frt51574,,100YEQ0000,8001000,2,CR 58 No CL 96 - 187 LOC 2 CL4684,0,0,0,8,76,-74.8241672,11.0166045,3,,,,,,,
5339061,100YEQ0000,2,1,2,0,2,62371,444,12,Frt68597,,100YEQ0000,8001000,2,CR 58 CL 96 - 187 LOC 8 CL 4690,0,0,0,7,76,-74.8241672,11.0166045,3,,,,,,,
17092291,1013NN0000,2,1,2,100,1,62371,444,12,Frt92177,,1013NN0000,8001000,2,CL 9A CR 44 - 28 LOC 2 BA4173,0,0,0,8,7,-74.7744681,10.983058,3,,,,,,,
17105248,1012IO0000,2,1,2,100,1,62371,444,12,Frt92040,,1012IO0000,8001000,2,CR 51 CL 93 - 23 BLO 1 P 2 Ap 01 CN4693,0,0,0,5,104,-74.8261332,11.0088256,3,,,,,,,
17278928,100SAS0000,2,1,2,0,1,62371,444,12,Frt90287,,100SAS0000,8001000,2,CR 44 CL 79 - 76 DPL CH2652,0,0,0,8,82,-74.8138253,10.9971039,3,,,,,,,
17301024,100AZS0000,2,1,2,100,1,62371,444,12,Frt92047,,100AZS0000,8001000,2,CL 84 CR 56 - 51 ARCO CM4756,3,0,0,5,66,-74.8134437,11.0093085,3,,,,,,,
17670659,100H4V0000,2,1,2,0,2,62371,444,12,Frt90201,,100H4V0000,8001000,2,CR 53 CL 98 - 3 P 2 LOC 201C DT3770,0,0,0,7,91,-74.8276551,11.0136581,3,,,,,,,
18078854,0793,1,2,2,101,2,62371,444,12,Frt89686,0793,,44001000,2,CR 7 CL 21 - 23 DPL EF6624,4,0,0,7,8,-72.8975636,11.5389011,3,,,,,,,
19482355,1137,1,2,2,101,2,62371,444,12,Frt01512,1137,,8573000,1,CARRT A PTO COLOMBIA No KM - 7 LOC NREG CN5610,0,0,0,8,26,-74.849346,11.024253,3,,,,,,,
19686922,0843,1,3,3,101,2,62371,444,32,Frt89418,0843,,8001000,1,Lo In 36 MZ J ZONA FRANCA LA CAYENA,0,0,0,7,35,-74.901634,10.9526116,3,,,,,,,
21247328,100Y0G0000,2,1,2,0,2,62371,444,11,Frt90290,,100Y0G0000,47001000,2,CL 23A No CR 11 - 103 LOC SUB AE7174,9,0,0,8,13,-74.2052441,11.2380642,3,,,,,,,
